ids,ldcgrn,othssame,chemgen,natchld,natpark,sex,nukegen,harmgood,topprob1,drivless,grnmoney,topprob2,peopgrn,natsci,grngroup,redcehme,grntaxes,grncon,govdook,knowsol,chemfree,ihlpgrn,tempgen1,recycle,grndemo,impgrn,scigrn,h2oless,carsgen,indusgen,grnprice,grwthelp,nobuygrn,grneffme,helpharm,grnprog,toodifme,grnsign,harmsgrn,grnexagg,popgrwth,watergen,natenrgy,busgrn,natsoc,privent,grnsol,natroad,age,usdoenuf,grwtharm,econgrn,race,polgreed,polviews,grnintl,knwcause,grnecon,2_clusters,3_clusters,4_clusters,5_clusters,6_clusters,7_clusters,8_clusters,9_clusters
1778,2,2,2,3,2,Female,1,5,The economy,2,0,Health care,More information and education for people about the advantages of protecting the environment,3,0,3,5,3,2,1,2,4,NaN,4,0,2,2,1,2,2,5,2,2,2,NaN,4,5,0,2,NaN,4,1,1,Heavy fines for businesses that damage the environment,1,2,4,2,65,2,4,4,White,4,4,4,2,4,0,2,0,3,3,4,0,7
289,4,2,2,1,2,Male,2,2,Education,2,0,The environment,More information and education for people about the advantages of protecting the environment,1,0,1,2,5,2,2,3,2,3,3,0,2,2,3,3,2,1,2,2,2,4,2,4,0,2,3,4,2,1,Use the tax system to reward businesses that protect the environment,1,NaN,2,2,24,1,2,4,White,2,3,4,3,1,1,2,2,2,0,6,6,0
1444,3,3,2,2,2,Female,3,2,Education,1,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,1,3,4,4,2,2,3,1,1,0,1,4,3,2,2,2,3,1,3,2,2,2,0,4,2,3,2,NaN,More information and education for businesses about the advantages of protecting the environment,2,3,4,2,18,1,3,4,Other,3,4,4,3,2,0,2,2,1,2,5,4,0
1679,2,2,3,2,2,Female,2,2,The economy,3,0,Immigration,Use the tax system to reward people who protect the environment,3,0,3,5,3,1,4,2,3,2,2,0,2,4,1,3,2,5,4,1,3,4,3,4,0,2,3,4,2,1,Heavy fines for businesses that damage the environment,1,5,4,2,40,2,2,3,White,5,4,3,3,2,0,1,1,1,2,4,0,3
572,NaN,4,1,2,2,Female,1,NaN,Health care,NaN,0,Education,Heavy fines for people who damage the environment,2,0,4,1,1,3,NaN,2,4,4,2,0,4,2,1,2,1,1,5,2,5,5,5,4,0,5,4,5,1,2,More information and education for businesses about the advantages of protecting the environment,1,5,1,1,89,3,3,5,White,5,1,5,1,5,0,2,0,3,3,1,5,2
1674,1,5,5,1,2,Male,4,4,Education,1,0,Health care,Use the tax system to reward people who protect the environment,2,0,2,1,5,4,3,1,4,3,4,0,2,2,1,4,4,1,4,1,2,4,4,4,0,4,4,2,5,2,More information and education for businesses about the advantages of protecting the environment,2,2,1,1,88,2,2,4,White,2,4,4,3,5,0,1,1,1,2,0,4,0
280,NaN,2,3,1,2,Male,4,2,Health care,1,0,Education,More information and education for people about the advantages of protecting the environment,2,0,3,3,4,2,2,1,2,3,4,0,4,2,2,2,2,2,2,1,3,4,4,3,0,4,4,NaN,2,2,More information and education for businesses about the advantages of protecting the environment,1,2,4,1,62,1,4,2,Black,5,4,4,3,4,0,2,0,1,1,4,1,4
1677,2,2,4,1,1,Female,2,2,NaN,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,2,0,2,5,3,3,1,1,2,3,1,0,2,1,1,1,3,3,4,1,1,2,4,4,0,4,3,2,3,1,More information and education for businesses about the advantages of protecting the environment,2,2,5,1,27,2,2,4,White,2,4,4,1,3,0,1,0,1,2,0,0,3
1670,1,2,3,3,3,Male,5,2,Immigration,1,0,The economy,Use the tax system to reward people who protect the environment,2,0,3,4,3,1,3,1,4,4,1,0,2,3,3,4,3,2,5,3,4,2,2,3,0,3,5,4,2,1,Use the tax system to reward businesses that protect the environment,3,5,4,3,82,3,2,3,White,5,1,2,5,4,0,1,1,4,4,2,3,6
287,2,2,1,1,1,Male,1,1,Education,4,0,Poverty,More information and education for people about the advantages of protecting the environment,1,0,2,4,4,2,1,3,2,1,3,0,3,3,1,1,1,2,4,3,4,4,2,2,0,5,2,4,1,1,Heavy fines for businesses that damage the environment,1,3,4,2,20,1,2,4,Other,4,5,4,1,2,1,2,2,2,0,6,6,1
286,1,3,3,1,1,Male,2,3,The economy,1,1,Health care,More information and education for people about the advantages of protecting the environment,2,1,3,3,5,1,2,2,3,3,4,0,2,2,2,3,3,4,4,2,4,4,2,4,1,4,2,4,3,2,Heavy fines for businesses that damage the environment,1,3,4,1,49,1,NaN,4,White,5,3,3,2,5,1,0,3,0,5,3,2,8
1095,2,4,2,2,1,Male,3,5,The economy,1,0,Education,More information and education for people about the advantages of protecting the environment,3,0,1,5,5,3,3,1,3,4,4,0,2,2,1,3,3,5,4,1,4,2,4,5,0,4,5,4,3,3,More information and education for businesses about the advantages of protecting the environment,2,2,5,1,84,NaN,2,4,White,5,1,3,1,5,0,1,1,4,4,0,0,3
1097,1,1,3,3,2,Male,3,3,None of these,1,0,Education,NaN,3,0,1,5,3,1,3,2,3,5,3,0,4,1,1,5,3,5,4,1,4,1,4,1,0,3,5,3,2,3,NaN,NaN,5,5,3,47,3,3,1,White,2,2,4,3,4,0,1,1,4,4,2,3,6
679,1,2,2,NaN,2,Female,2,2,Health care,1,1,The economy,Use the tax system to reward people who protect the environment,2,0,3,4,3,4,2,2,2,3,4,0,2,3,1,2,2,2,5,2,4,2,2,2,0,4,2,4,2,1,Use the tax system to reward businesses that protect the environment,1,3,4,1,38,1,2,3,White,2,5,4,3,2,1,0,2,0,5,3,2,0
1092,1,1,2,2,1,Male,2,1,Education,2,0,The environment,More information and education for people about the advantages of protecting the environment,1,0,3,2,5,4,4,3,5,1,4,0,1,2,4,1,1,2,4,4,5,3,2,1,0,2,1,1,1,1,More information and education for businesses about the advantages of protecting the environment,1,2,2,3,31,1,2,5,Other,2,4,5,5,1,1,0,2,2,0,6,6,1
1093,2,4,3,3,1,Male,2,3,Education,1,0,The economy,Heavy fines for people who damage the environment,1,0,2,2,4,4,2,3,4,2,2,0,2,3,3,3,2,2,4,2,2,2,4,5,0,4,2,5,1,3,Heavy fines for businesses that damage the environment,1,3,4,1,46,2,4,2,White,4,4,4,2,4,0,2,0,3,3,1,5,7
1157,2,1,2,1,1,Male,1,2,Health care,NaN,1,Education,Heavy fines for people who damage the environment,2,0,3,3,5,4,3,1,5,1,3,0,1,2,2,1,2,3,4,3,4,3,2,1,0,5,2,3,1,1,More information and education for businesses about the advantages of protecting the environment,1,3,2,3,19,2,2,4,White,2,4,4,4,4,1,0,2,0,0,3,2,1
1156,2,2,3,1,2,Female,2,2,Health care,1,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,2,4,4,3,2,2,2,2,2,0,3,3,1,3,3,3,4,2,3,3,2,3,0,2,2,3,2,1,More information and education for businesses about the advantages of protecting the environment,1,3,4,2,41,1,2,3,Black,2,4,4,3,2,0,2,2,1,2,5,4,0
1151,4,2,2,2,2,Male,4,1,Education,2,0,Health care,Use the tax system to reward people who protect the environment,1,0,3,3,4,2,2,2,4,2,2,0,4,3,3,1,1,3,3,2,2,4,2,2,0,3,3,4,2,1,Heavy fines for businesses that damage the environment,1,2,2,1,24,1,3,3,White,4,7,4,2,2,1,2,2,2,0,6,6,0
1150,2,3,1,3,2,Female,1,2,The economy,3,0,Terrorism,More information and education for people about the advantages of protecting the environment,1,0,4,4,5,2,3,3,4,1,3,0,2,2,2,1,1,4,4,4,4,2,2,2,1,4,2,4,1,1,Heavy fines for businesses that damage the environment,1,4,4,2,63,1,2,4,White,3,3,4,3,4,1,0,3,2,0,6,6,8
1152,3,1,1,NaN,2,Female,4,2,None of these,2,0,Terrorism,NaN,NaN,0,3,4,5,2,3,3,5,4,4,0,2,2,2,3,2,1,2,2,4,2,4,1,0,2,4,2,2,2,Heavy fines for businesses that damage the environment,NaN,4,1,2,25,1,2,2,White,3,3,4,4,2,1,2,2,2,1,6,1,4
262,2,2,1,1,2,Female,1,NaN,Education,2,0,The economy,Use the tax system to reward people who protect the environment,2,0,3,1,5,1,2,3,2,1,4,0,2,2,4,1,1,1,NaN,3,4,2,2,2,1,4,2,5,1,1,Use the tax system to reward businesses that protect the environment,1,3,1,1,45,1,2,4,White,4,4,4,3,1,1,0,3,2,0,6,6,5
261,1,1,3,2,2,Female,2,4,Poverty,NaN,0,Education,Use the tax system to reward people who protect the environment,3,0,4,3,5,2,1,1,3,1,4,0,1,1,1,1,1,1,3,4,3,2,5,5,0,5,4,5,1,1,NaN,1,3,3,2,30,1,3,5,White,5,6,5,5,5,1,2,2,3,3,1,5,2
1050,2,2,3,1,2,Female,4,2,Health care,2,0,Terrorism,Heavy fines for people who damage the environment,2,0,3,3,4,2,2,3,4,3,4,0,1,2,1,3,3,3,4,2,4,2,3,2,0,3,3,3,3,1,Heavy fines for businesses that damage the environment,1,3,3,2,40,1,2,4,White,4,3,4,2,2,0,2,2,2,1,4,1,4
267,2,1,4,1,3,Male,5,2,Terrorism,2,0,The economy,Use the tax system to reward people who protect the environment,1,0,2,5,3,2,4,2,4,4,4,0,3,3,2,3,3,5,4,1,3,2,4,3,0,1,4,2,2,3,More information and education for businesses about the advantages of protecting the environment,3,5,5,1,76,2,1,4,White,5,2,2,4,4,0,1,1,4,4,2,3,6
266,4,4,2,2,2,Female,4,1,The environment,2,0,Poverty,Use the tax system to reward people who protect the environment,1,0,2,2,5,4,4,2,2,2,3,0,2,4,3,2,2,1,5,2,2,4,2,4,1,4,2,4,2,1,Use the tax system to reward businesses that protect the environment,2,4,2,2,19,1,5,4,White,2,6,4,4,1,1,0,2,2,0,6,6,8
1178,2,2,3,2,2,Female,4,2,Terrorism,2,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,3,4,3,4,2,3,4,4,3,0,3,3,2,3,3,2,2,2,4,4,3,3,0,2,4,2,2,2,More information and education for businesses about the advantages of protecting the environment,2,5,4,2,49,2,2,4,White,2,2,4,2,2,0,1,1,4,1,4,1,4
30,4,2,3,NaN,2,Female,3,2,The economy,3,1,The environment,Heavy fines for people who damage the environment,2,1,4,4,4,2,2,1,4,2,4,1,4,2,4,2,2,2,4,2,4,2,2,2,1,4,2,4,2,1,Heavy fines for businesses that damage the environment,NaN,3,2,2,53,1,4,4,White,3,5,4,3,2,1,0,3,0,5,3,7,5
268,4,2,2,2,2,Female,5,1,The economy,2,1,Education,Use the tax system to reward people who protect the environment,1,0,2,2,5,3,3,4,3,3,3,0,2,3,2,3,3,2,2,3,4,2,2,2,1,3,2,4,2,1,Use the tax system to reward businesses that protect the environment,2,5,2,2,70,1,2,5,White,2,6,4,3,2,1,0,3,0,5,3,7,5
328,2,2,2,1,2,Female,2,3,Health care,2,0,Education,Heavy fines for people who damage the environment,3,0,2,4,5,2,3,2,4,3,4,0,5,2,2,2,2,3,2,2,2,2,2,2,0,5,4,2,1,NaN,NaN,1,2,4,1,40,NaN,3,4,Black,5,2,5,3,3,0,2,0,3,1,4,1,4
1552,1,2,1,1,1,Female,1,2,The economy,2,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,2,2,5,2,3,4,4,2,4,0,1,4,1,1,1,2,2,2,2,2,2,1,0,4,1,2,2,1,More information and education for businesses about the advantages of protecting the environment,2,2,3,2,41,3,4,4,Other,2,7,4,4,4,1,2,2,2,0,6,6,1
2012,4,2,1,2,1,Female,2,1,Poverty,3,0,Health care,Use the tax system to reward people who protect the environment,1,0,3,2,4,2,3,1,4,1,3,0,4,4,3,1,1,2,2,3,4,2,2,2,0,4,2,5,1,1,Use the tax system to reward businesses that protect the environment,2,1,2,2,56,1,3,5,White,4,7,5,4,2,1,0,2,2,0,6,6,1
1554,1,1,1,NaN,2,Female,1,1,NaN,4,0,NaN,More information and education for people about the advantages of protecting the environment,2,0,4,3,5,4,4,4,5,2,4,0,1,1,4,2,2,3,1,4,4,1,1,1,0,2,1,1,1,1,NaN,2,4,3,NaN,79,1,2,5,White,2,4,5,5,1,1,0,2,2,0,6,6,1
55,2,2,3,2,2,Female,2,2,The economy,2,1,Education,More information and education for people about the advantages of protecting the environment,1,0,2,3,3,3,3,3,4,3,4,0,2,2,2,2,3,2,4,3,4,3,2,2,1,3,2,3,2,1,More information and education for businesses about the advantages of protecting the environment,1,4,2,1,63,2,2,4,White,2,4,4,3,4,1,0,3,0,5,3,2,8
1558,2,1,2,1,1,Female,3,2,Health care,3,1,Education,Use the tax system to reward people who protect the environment,2,0,3,2,5,4,3,3,4,1,4,0,4,3,2,3,2,2,2,3,3,4,1,2,0,3,2,4,2,1,Use the tax system to reward businesses that protect the environment,2,3,2,1,47,1,2,5,White,2,6,5,4,1,1,0,3,0,5,3,7,5
56,4,2,3,1,2,Male,4,2,The economy,1,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,2,5,3,2,2,1,4,3,2,0,4,4,2,4,3,2,4,1,4,4,4,2,0,2,4,2,3,1,Use the tax system to reward businesses that protect the environment,2,5,4,1,72,2,4,4,White,4,3,4,2,2,0,1,1,4,4,2,3,3
50,4,3,1,1,2,Female,1,4,Education,2,0,Health care,Use the tax system to reward people who protect the environment,NaN,0,2,2,3,3,1,4,3,1,4,0,4,4,4,3,2,3,4,4,2,3,4,4,0,4,3,4,1,1,More information and education for businesses about the advantages of protecting the environment,2,4,3,1,40,2,4,3,Other,4,6,4,1,4,1,2,0,3,3,1,5,2
53,2,1,2,1,2,Male,4,2,Education,1,1,The environment,Use the tax system to reward people who protect the environment,1,0,2,2,5,3,3,3,4,1,4,0,3,4,3,1,2,2,4,2,5,NaN,2,2,1,2,1,4,2,1,Use the tax system to reward businesses that protect the environment,1,4,2,2,49,1,2,4,White,3,3,NaN,4,1,1,0,3,0,5,3,7,5
52,1,2,4,3,3,Male,5,3,Terrorism,1,0,Education,More information and education for people about the advantages of protecting the environment,2,0,1,5,1,2,5,2,4,5,4,0,4,5,1,4,4,5,4,2,1,1,5,5,0,1,5,1,3,3,More information and education for businesses about the advantages of protecting the environment,2,5,5,2,60,3,1,1,White,5,2,1,5,4,0,1,1,4,4,2,3,6
1418,4,2,NaN,2,2,Female,NaN,3,Education,2,0,The environment,Use the tax system to reward people who protect the environment,3,0,4,1,5,2,4,3,4,1,4,0,3,2,1,3,1,1,2,2,4,2,2,1,0,2,1,2,2,1,More information and education for businesses about the advantages of protecting the environment,NaN,3,2,2,33,1,2,3,White,3,5,4,5,2,1,0,2,2,0,6,6,1
1419,2,2,3,2,2,Male,4,3,None of these,NaN,0,Education,More information and education for people about the advantages of protecting the environment,2,0,1,2,4,1,4,2,4,5,1,0,3,3,1,4,3,2,3,2,3,2,4,2,1,4,4,4,3,1,Use the tax system to reward businesses that protect the environment,2,5,3,1,74,3,2,3,White,3,2,3,5,3,0,1,1,4,4,2,3,6
534,1,2,2,1,1,Female,3,2,The economy,3,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,2,3,5,4,4,3,4,1,2,0,2,4,3,3,2,2,4,3,2,4,4,2,0,4,2,2,3,1,Use the tax system to reward businesses that protect the environment,1,5,3,2,21,1,1,4,Black,2,4,NaN,4,2,1,2,2,2,0,6,6,1
614,2,2,4,2,2,Male,1,3,Immigration,1,0,Crime,Heavy fines for people who damage the environment,2,0,2,4,4,2,1,1,3,2,2,0,2,3,2,3,2,4,2,1,2,3,4,5,0,4,3,4,2,1,More information and education for businesses about the advantages of protecting the environment,1,3,5,1,25,1,4,4,White,4,4,4,2,4,0,2,0,1,2,0,0,3
531,4,5,4,1,2,Male,2,2,Immigration,1,0,Education,More information and education for people about the advantages of protecting the environment,1,0,3,5,5,3,3,1,2,2,2,0,2,4,1,4,3,5,5,1,2,4,2,4,0,5,4,4,1,1,More information and education for businesses about the advantages of protecting the environment,2,3,4,2,25,1,2,4,Black,4,1,4,1,1,0,2,0,1,2,0,0,3
530,4,2,2,2,2,Female,3,1,The economy,2,1,Health care,Use the tax system to reward people who protect the environment,1,1,3,3,4,4,3,4,4,2,4,0,2,4,2,2,2,3,4,2,2,2,2,1,0,2,1,3,3,2,Use the tax system to reward businesses that protect the environment,1,4,3,2,41,1,1,4,White,2,4,4,3,3,1,0,3,0,5,3,2,5
1410,1,2,2,2,1,Female,2,1,Education,2,1,The environment,More information and education for people about the advantages of protecting the environment,1,0,1,4,4,1,2,1,3,3,2,0,2,4,1,3,2,4,3,2,4,4,1,2,0,4,2,5,2,2,Heavy fines for businesses that damage the environment,NaN,3,3,NaN,32,1,3,4,White,5,4,4,4,3,1,2,2,1,2,5,2,0
1414,1,3,2,1,2,Male,3,3,The economy,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,1,0,1,3,3,3,2,2,4,4,3,0,2,3,2,3,3,2,3,2,2,4,3,2,0,4,4,4,3,1,Use the tax system to reward businesses that protect the environment,1,3,3,1,35,2,2,2,White,3,4,5,3,4,0,2,1,1,2,5,4,0
1415,2,2,2,1,1,Female,3,2,Education,2,1,The economy,More information and education for people about the advantages of protecting the environment,2,0,2,2,4,4,3,2,2,1,3,0,2,2,1,1,1,2,2,2,4,2,2,2,1,3,2,5,2,1,Use the tax system to reward businesses that protect the environment,1,2,2,1,58,1,2,4,White,3,6,4,3,2,1,0,3,0,5,3,7,5
538,1,2,2,1,2,Male,4,2,The economy,2,0,Education,Heavy fines for people who damage the environment,1,0,4,5,5,2,4,3,4,4,1,0,3,4,3,2,2,3,4,4,4,3,4,1,1,2,5,2,1,1,Heavy fines for businesses that damage the environment,1,5,4,1,44,3,2,3,White,3,2,5,4,4,0,2,1,4,1,4,1,4
1322,4,4,3,1,2,Female,2,2,Education,2,0,Crime,Use the tax system to reward people who protect the environment,2,0,2,5,2,2,1,1,4,4,3,0,2,4,2,3,2,2,2,2,3,4,4,2,0,2,2,3,2,2,Use the tax system to reward businesses that protect the environment,1,NaN,2,2,34,2,2,2,White,2,3,2,2,2,0,1,0,1,2,0,0,3
1320,2,4,2,1,2,Female,2,2,The economy,2,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,2,3,5,2,2,2,4,3,3,0,2,2,3,3,3,3,2,3,2,2,2,2,0,4,2,4,2,1,Heavy fines for businesses that damage the environment,1,2,3,1,56,1,4,4,White,4,7,4,3,4,1,2,2,2,0,6,6,1
644,2,2,1,1,2,Female,2,3,The economy,NaN,0,Crime,Use the tax system to reward people who protect the environment,2,0,2,3,5,4,3,4,3,2,4,0,2,4,3,3,2,4,4,3,4,4,2,4,0,4,2,4,1,1,Heavy fines for businesses that damage the environment,1,4,5,3,37,1,4,4,White,4,2,4,3,2,1,2,2,3,3,1,5,7
1324,3,2,3,2,1,Male,4,4,The economy,1,1,Immigration,More information and education for people about the advantages of protecting the environment,2,0,1,5,4,2,3,2,4,4,2,0,5,3,1,4,4,5,4,3,5,4,5,2,0,2,5,4,3,3,More information and education for businesses about the advantages of protecting the environment,3,5,5,2,53,3,2,1,White,4,1,1,5,4,0,1,1,4,4,2,3,6
1328,2,2,1,1,1,Female,2,2,Education,2,0,The environment,Use the tax system to reward people who protect the environment,1,0,3,2,5,4,2,3,4,1,3,0,1,3,1,1,1,2,2,3,4,2,1,2,0,2,1,3,1,1,Use the tax system to reward businesses that protect the environment,1,5,2,2,35,1,2,4,White,2,5,5,4,1,1,0,2,2,0,6,6,1
987,2,1,2,2,2,Female,5,2,The economy,2,0,Terrorism,Use the tax system to reward people who protect the environment,2,0,3,4,4,4,2,2,4,4,4,0,2,2,3,3,3,5,4,3,4,2,2,2,0,4,4,NaN,2,1,Use the tax system to reward businesses that protect the environment,2,4,4,2,53,2,2,3,White,1,3,4,1,3,0,1,1,4,1,4,1,4
985,2,2,1,2,1,Female,NaN,2,Education,2,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,3,3,5,3,3,2,4,3,4,0,2,2,3,3,3,2,2,3,4,2,4,2,0,2,2,3,2,1,NaN,1,3,2,2,58,2,2,4,White,3,4,3,3,3,1,2,2,2,1,6,1,1
252,4,4,3,2,2,Female,3,5,Health care,3,0,Crime,More information and education for people about the advantages of protecting the environment,2,0,4,4,1,4,2,2,2,3,4,0,4,1,4,2,3,3,4,3,4,4,4,2,0,3,2,3,2,1,Heavy fines for businesses that damage the environment,2,4,5,1,65,2,2,3,White,2,2,4,2,4,0,2,0,3,1,4,1,4
117,2,2,NaN,2,2,Male,3,2,Terrorism,1,0,The economy,Use the tax system to reward people who protect the environment,2,0,2,4,3,4,1,2,2,4,4,0,4,4,1,3,3,4,4,1,3,4,2,2,0,4,2,NaN,NaN,1,More information and education for businesses about the advantages of protecting the environment,1,3,4,3,36,2,2,2,White,4,2,4,2,4,0,1,1,1,2,0,0,3
776,2,2,1,1,2,Female,1,NaN,Education,3,1,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,1,5,2,3,3,3,2,3,0,2,NaN,3,3,1,1,4,2,4,2,NaN,2,1,4,2,4,1,1,Heavy fines for businesses that damage the environment,2,2,1,1,60,1,2,5,Other,4,6,5,5,1,1,0,3,0,5,3,7,5
111,2,4,2,2,2,Male,NaN,2,Health care,1,0,The economy,Heavy fines for people who damage the environment,3,0,1,2,4,3,3,3,2,1,3,0,2,2,1,3,3,2,4,1,2,4,4,2,0,2,4,2,3,3,Heavy fines for businesses that damage the environment,3,2,3,1,19,NaN,2,4,Black,2,4,4,4,4,0,1,1,1,2,0,4,0
110,1,1,1,1,2,Female,1,1,Health care,1,0,Education,Use the tax system to reward people who protect the environment,1,0,4,5,5,5,2,4,5,3,4,0,1,2,1,3,1,2,5,4,5,2,1,1,0,2,1,2,2,1,Use the tax system to reward businesses that protect the environment,1,4,2,1,43,2,1,2,White,1,6,5,3,1,1,0,2,2,0,6,6,1
69,2,2,1,1,2,Male,2,3,Poverty,3,1,Terrorism,Heavy fines for people who damage the environment,1,0,3,2,5,2,3,3,5,2,4,0,2,2,3,2,1,2,2,3,4,4,2,2,1,4,2,5,1,1,More information and education for businesses about the advantages of protecting the environment,1,4,2,1,46,1,4,4,White,3,4,4,4,2,1,0,3,0,5,3,7,5
771,2,4,1,1,1,Male,2,4,Education,2,1,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,5,5,2,3,4,4,1,3,0,2,2,3,1,2,2,5,4,4,4,4,5,1,4,2,4,3,2,More information and education for businesses about the advantages of protecting the environment,1,2,5,3,27,1,4,5,Black,4,5,4,4,4,1,0,3,0,5,1,2,2
119,2,2,3,2,2,Female,4,3,Poverty,3,0,Education,Use the tax system to reward people who protect the environment,2,0,3,4,3,1,3,3,4,4,3,0,2,3,3,3,3,2,2,3,3,3,3,2,0,2,3,1,3,1,Use the tax system to reward businesses that protect the environment,1,3,2,1,46,1,2,3,Other,5,2,4,3,3,0,2,2,2,1,4,1,4
1858,1,1,1,2,1,Male,1,1,The economy,3,1,Poverty,Heavy fines for people who damage the environment,1,0,4,1,5,2,3,4,5,1,3,0,1,1,4,1,1,1,3,4,2,2,2,2,0,4,2,4,1,1,Heavy fines for businesses that damage the environment,1,1,1,2,22,1,5,5,Black,4,4,5,2,2,1,0,3,0,5,3,7,5
1859,2,2,3,2,2,Female,3,2,NaN,1,0,NaN,More information and education for people about the advantages of protecting the environment,3,0,1,3,3,3,2,2,2,3,4,0,2,3,1,2,2,3,4,1,2,3,4,4,0,2,2,NaN,1,1,More information and education for businesses about the advantages of protecting the environment,2,3,3,1,79,1,2,4,White,4,4,4,4,4,0,1,1,1,2,4,4,0
964,2,2,2,3,1,Female,4,3,The economy,3,0,Education,More information and education for people about the advantages of protecting the environment,1,0,3,4,4,4,3,4,4,3,4,0,2,2,3,3,3,4,2,3,3,2,4,2,0,2,4,2,2,1,Heavy fines for businesses that damage the environment,1,4,5,1,56,2,2,4,White,4,2,4,4,2,0,2,1,2,1,4,1,4
1855,2,2,2,1,1,Female,2,2,Health care,1,0,Terrorism,Heavy fines for people who damage the environment,2,0,1,3,4,3,3,2,4,1,1,0,2,2,1,2,1,3,2,1,4,2,2,2,0,2,2,2,1,2,Heavy fines for businesses that damage the environment,2,1,3,1,47,2,4,5,Black,4,2,4,4,2,0,2,2,1,2,5,4,0
1857,2,2,1,1,3,Female,1,4,Health care,3,0,Education,More information and education for people about the advantages of protecting the environment,3,0,4,2,3,2,2,2,4,5,4,0,2,1,4,1,1,1,5,2,4,2,4,3,0,4,1,2,1,1,Heavy fines for businesses that damage the environment,1,2,5,1,59,1,4,5,Black,2,4,5,3,5,1,2,2,3,3,1,5,2
1524,4,4,2,1,1,Male,1,2,Health care,1,0,Education,More information and education for people about the advantages of protecting the environment,3,0,4,5,5,1,5,1,2,3,4,0,4,4,4,3,1,4,4,1,4,5,4,5,0,4,2,2,1,1,Heavy fines for businesses that damage the environment,2,2,5,3,18,1,2,4,Black,5,NaN,4,1,4,0,2,0,3,3,1,0,7
1526,4,3,3,3,2,Female,4,NaN,Immigration,3,0,Education,More information and education for people about the advantages of protecting the environment,2,0,4,5,1,1,3,2,3,4,4,0,3,3,3,3,4,5,2,2,2,3,3,1,0,1,3,2,5,1,More information and education for businesses about the advantages of protecting the environment,3,4,5,2,38,3,2,4,Other,3,3,4,5,3,0,1,1,4,4,2,3,6
919,2,2,2,1,2,Male,3,2,The economy,3,1,The environment,More information and education for people about the advantages of protecting the environment,1,0,3,2,4,2,3,3,4,1,3,0,2,4,2,2,2,2,NaN,3,4,2,4,2,0,4,3,5,1,1,Use the tax system to reward businesses that protect the environment,1,3,3,1,31,1,2,3,White,4,4,4,4,3,1,0,3,0,5,3,2,5
918,2,2,3,2,2,Female,2,3,Health care,1,0,Education,Use the tax system to reward people who protect the environment,NaN,0,1,1,4,1,1,1,2,1,2,0,2,3,1,1,2,1,4,1,2,2,4,4,0,4,2,3,2,1,Heavy fines for businesses that damage the environment,1,3,4,2,32,NaN,4,5,White,5,3,4,2,2,0,2,0,1,2,5,4,0
1522,4,2,2,1,2,Female,2,2,Education,1,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,2,2,3,4,1,3,2,2,2,0,4,2,3,2,2,2,4,1,2,NaN,4,2,0,4,NaN,4,2,2,More information and education for businesses about the advantages of protecting the environment,1,3,5,2,23,2,2,3,White,4,2,4,3,4,0,2,0,1,2,0,0,7
1251,4,4,2,1,2,Female,2,2,Poverty,2,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,4,5,5,2,1,2,4,4,4,0,2,4,1,2,2,5,5,1,4,4,4,5,0,4,2,4,2,2,More information and education for businesses about the advantages of protecting the environment,1,NaN,5,2,48,1,4,4,Black,4,7,4,1,5,0,2,0,3,3,1,0,7
421,1,1,1,1,1,Male,3,1,Poverty,4,0,The environment,Use the tax system to reward people who protect the environment,1,0,4,1,5,1,2,4,4,1,4,0,1,4,1,1,1,1,4,3,4,2,4,4,0,4,1,4,1,1,Use the tax system to reward businesses that protect the environment,1,4,1,1,62,1,3,5,White,5,7,5,4,1,1,0,2,2,0,6,6,1
420,3,5,1,1,1,Male,1,4,The economy,3,0,Education,More information and education for people about the advantages of protecting the environment,2,0,4,2,2,4,3,3,4,3,4,0,3,3,4,2,2,2,4,3,4,5,5,3,0,3,3,4,2,1,Use the tax system to reward businesses that protect the environment,2,3,3,1,29,2,4,4,Other,2,6,4,4,4,1,2,0,3,3,1,5,2
1395,4,4,4,2,2,Female,5,4,Education,NaN,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,2,5,4,5,3,4,5,1,0,2,2,3,3,4,2,1,3,2,4,1,5,0,1,2,1,3,2,Heavy fines for businesses that damage the environment,2,2,2,2,66,1,2,4,Black,4,2,4,2,5,0,2,0,3,1,4,1,4
916,2,2,2,1,1,Male,3,2,Crime,1,0,Health care,Heavy fines for people who damage the environment,1,0,1,4,4,3,3,1,4,1,2,0,2,2,1,3,3,2,2,2,2,2,2,2,0,3,4,2,2,1,Use the tax system to reward businesses that protect the environment,1,5,2,1,49,2,2,2,White,1,3,4,3,2,0,2,2,1,2,5,4,0
